V alpha_deg Tr h feas
6.000 -2.00 39.3 -0.607 0
6.000 -2.00 49.2 9.221 1
6.000 -2.00 59.0 19.048 1
6.000 -2.00 68.8 28.875 1
6.000 -2.00 78.7 38.703 1
6.000 -2.00 88.5 48.530 1
6.000 -2.00 98.3 58.357 1
6.000 -2.00 108.2 68.185 1
6.000 -2.00 118.0 78.012 1
6.000 -1.00 0.0 -39.039 0
6.000 -1.00 9.8 -29.207 0
6.000 -1.00 19.7 -19.375 0
6.000 -1.00 29.5 -9.544 0
6.000 -1.00 39.3 0.288 0
6.000 -1.00 49.2 10.120 1
6.000 -1.00 59.0 19.952 1
6.000 -1.00 68.8 29.784 1
6.000 -1.00 78.7 39.616 1
6.000 -1.00 88.5 49.447 1
6.000 -1.00 98.3 59.279 1
6.000 -1.00 108.2 69.111 1
6.000 -1.00 118.0 78.943 1
6.000 0.00 0.0 -38.162 0
6.000 0.00 9.8 -28.329 0
6.000 0.00 19.7 -18.495 0
6.000 0.00 29.5 -8.662 0
6.000 0.00 39.3 1.171 0
6.000 0.00 49.2 11.005 1
6.000 0.00 59.0 20.838 1
6.000 0.00 68.8 30.671 1
6.000 0.00 78.7 40.505 1
6.000 0.00 88.5 50.338 1
6.000 0.00 98.3 60.171 1
6.000 0.00 108.2 70.005 1
6.000 0.00 118.0 79.838 1
6.000 1.00 0.0 -37.636 0
6.000 1.00 9.8 -27.804 0
6.000 1.00 19.7 -17.972 0
6.000 1.00 29.5 -8.140 0
6.000 1.00 39.3 1.691 0
6.000 1.00 49.2 11.523 1
6.000 1.00 59.0 21.355 1
6.000 1.00 68.8 31.187 1
6.000 1.00 78.7 41.019 1
6.000 1.00 88.5 50.851 1
6.000 1.00 98.3 60.682 1
6.000 1.00 108.2 70.514 1
6.000 1.00 118.0 80.346 1
6.000 2.00 0.0 -37.110 0
6.000 2.00 9.8 -27.282 0
6.000 2.00 19.7 -17.455 0
6.000 2.00 29.5 -7.628 0
6.000 2.00 39.3 2.200 0
6.000 2.00 49.2 12.027 1
6.000 2.00 59.0 21.854 1
6.000 2.00 68.8 31.682 1
6.000 2.00 78.7 41.509 1
6.000 2.00 88.5 51.336 1
6.000 2.00 98.3 61.164 1
6.000 2.00 108.2 70.991 1
6.000 2.00 118.0 80.818 1
6.000 3.00 0.0 -36.584 0
6.000 3.00 9.8 -26.764 0
6.000 3.00 19.7 -16.944 0
6.000 3.00 29.5 -7.124 0
6.000 3.00 39.3 2.696 0
6.000 3.00 49.2 12.516 0
6.000 3.00 59.0 22.336 1
6.000 3.00 68.8 32.155 1
6.000 3.00 78.7 41.975 1
6.000 3.00 88.5 51.795 1
6.000 3.00 98.3 61.615 1
6.000 3.00 108.2 71.435 1
6.000 3.00 118.0 81.255 1
6.000 4.00 0.0 -36.057 0
6.000 4.00 9.8 -26.248 0
6.000 4.00 19.7 -16.439 0
6.000 4.00 29.5 -6.629 0
6.000 4.00 39.3 3.180 0
6.000 4.00 49.2 12.990 0
6.000 4.00 59.0 22.799 1
6.000 4.00 68.8 32.608 1
6.000 4.00 78.7 42.418 1
6.000 4.00 88.5 52.227 1
6.000 4.00 98.3 62.036 1
6.000 4.00 108.2 71.846 1
6.000 4.00 118.0 81.655 1
6.000 5.00 0.0 -35.531 0
6.000 5.00 9.8 -25.735 0
6.000 5.00 19.7 -15.939 0
6.000 5.00 29.5 -6.143 0
6.000 5.00 39.3 3.652 0
6.000 5.00 49.2 13.448 0
6.000 5.00 59.0 23.244 0
6.000 5.00 68.8 33.040 1
6.000 5.00 78.7 42.836 1
6.000 5.00 88.5 52.632 1
6.000 5.00 98.3 62.428 1
6.000 5.00 108.2 72.224 1
6.000 5.00 118.0 82.020 1
6.500 -10.00 0.0 -46.223 0
6.500 -10.00 9.8 -36.539 0
6.500 -10.00 19.7 -26.855 0
6.500 -10.00 29.5 -17.172 0
6.500 -10.00 39.3 -7.488 0
6.500 -10.00 49.2 2.196 0
6.500 -10.00 59.0 11.880 1
6.500 -10.00 68.8 21.564 1
6.500 -10.00 78.7 31.248 1
6.500 -10.00 88.5 40.932 1
6.500 -10.00 98.3 50.616 1
6.500 -10.00 108.2 60.300 1
6.500 -10.00 118.0 69.984 1
6.500 -9.00 0.0 -45.194 0
6.500 -9.00 9.8 -35.482 0
6.500 -9.00 19.7 -25.770 0
6.500 -9.00 29.5 -16.057 0
6.500 -9.00 39.3 -6.345 0
6.500 -9.00 49.2 3.367 0
6.500 -9.00 59.0 13.079 1
6.500 -9.00 68.8 22.792 1
6.500 -9.00 78.7 32.504 1
6.500 -9.00 88.5 42.216 1
6.500 -9.00 98.3 51.929 1
6.500 -9.00 108.2 61.641 1
6.500 -9.00 118.0 71.353 1
6.500 -8.00 0.0 -44.165 0
6.500 -8.00 9.8 -34.427 0
6.500 -8.00 19.7 -24.690 0
6.500 -8.00 29.5 -14.952 0
6.500 -8.00 39.3 -5.214 0
6.500 -8.00 49.2 4.523 1
6.500 -8.00 59.0 14.261 1
6.500 -8.00 68.8 23.999 1
6.500 -8.00 78.7 33.736 1
6.500 -8.00 88.5 43.474 1
6.500 -8.00 98.3 53.211 1
6.500 -8.00 108.2 62.949 1
6.500 -8.00 118.0 72.687 1
6.500 -7.00 0.0 -43.136 0
6.500 -7.00 9.8 -33.376 0
6.500 -7.00 19.7 -23.616 0
6.500 -7.00 29.5 -13.856 0
6.500 -7.00 39.3 -4.096 0
6.500 -7.00 49.2 5.664 1
6.500 -7.00 59.0 15.425 1
6.500 -7.00 68.8 25.185 1
6.500 -7.00 78.7 34.945 1
6.500 -7.00 88.5 44.705 1
6.500 -7.00 98.3 54.465 1
6.500 -7.00 108.2 64.225 1
6.500 -7.00 118.0 73.985 1
6.500 -6.00 0.0 -42.106 0
6.500 -6.00 9.8 -32.327 0
6.500 -6.00 19.7 -22.548 0
6.500 -6.00 29.5 -12.768 0
6.500 -6.00 39.3 -2.989 0
6.500 -6.00 49.2 6.791 1
6.500 -6.00 59.0 16.570 1
6.500 -6.00 68.8 26.350 1
6.500 -6.00 78.7 36.129 1
6.500 -6.00 88.5 45.909 1
6.500 -6.00 98.3 55.688 1
6.500 -6.00 108.2 65.468 1
6.500 -6.00 118.0 75.247 1
6.500 -5.00 0.0 -41.077 0
6.500 -5.00 9.8 -31.281 0
6.500 -5.00 19.7 -21.485 0
6.500 -5.00 29.5 -11.690 0
6.500 -5.00 39.3 -1.894 0
6.500 -5.00 49.2 7.902 1
6.500 -5.00 59.0 17.698 1
6.500 -5.00 68.8 27.494 1
6.500 -5.00 78.7 37.290 1
6.500 -5.00 88.5 47.086 1
6.500 -5.00 98.3 56.882 1
6.500 -5.00 108.2 66.678 1
6.500 -5.00 118.0 76.474 1
6.500 -4.00 0.0 -40.048 0
6.500 -4.00 9.8 -30.239 0
6.500 -4.00 19.7 -20.429 0
6.500 -4.00 29.5 -10.620 0
6.500 -4.00 39.3 -0.811 0
6.500 -4.00 49.2 8.999 1
6.500 -4.00 59.0 18.808 1
6.500 -4.00 68.8 28.618 1
6.500 -4.00 78.7 38.427 1
6.500 -4.00 88.5 48.236 1
6.500 -4.00 98.3 58.046 1
6.500 -4.00 108.2 67.855 1
6.500 -4.00 118.0 77.664 1
6.500 -3.00 0.0 -39.019 0
6.500 -3.00 9.8 -29.199 0
6.500 -3.00 19.7 -19.379 0
6.500 -3.00 29.5 -9.559 0
6.500 -3.00 39.3 0.261 0
6.500 -3.00 49.2 10.080 1
6.500 -3.00 59.0 19.900 1
6.500 -3.00 68.8 29.720 1
6.500 -3.00 78.7 39.540 1
6.500 -3.00 88.5 49.360 1
6.500 -3.00 98.3 59.180 1
6.500 -3.00 108.2 69.000 1
6.500 -3.00 118.0 78.819 1
6.500 -2.00 0.0 -37.990 0
6.500 -2.00 9.8 -28.162 0
6.500 -2.00 19.7 -18.335 0
6.500 -2.00 29.5 -8.508 0
6.500 -2.00 39.3 1.320 0
6.500 -2.00 49.2 11.147 1
6.500 -2.00 59.0 20.974 1
6.500 -2.00 68.8 30.802 1
6.500 -2.00 78.7 40.629 1
6.500 -2.00 88.5 50.456 1
6.500 -2.00 98.3 60.284 1
6.500 -2.00 108.2 70.111 1
6.500 -2.00 118.0 79.938 1
6.500 -1.00 0.0 -36.960 0
6.500 -1.00 9.8 -27.129 0
6.500 -1.00 19.7 -17.297 0
6.500 -1.00 29.5 -7.465 0
6.500 -1.00 39.3 2.367 0
6.500 -1.00 49.2 12.199 1
6.500 -1.00 59.0 22.031 1
6.500 -1.00 68.8 31.862 1
6.500 -1.00 78.7 41.694 1
6.500 -1.00 88.5 51.526 1
6.500 -1.00 98.3 61.358 1
6.500 -1.00 108.2 71.190 1
6.500 -1.00 118.0 81.022 1
6.500 0.00 0.0 -35.931 0
6.500 0.00 9.8 -26.098 0
6.500 0.00 19.7 -16.265 0
6.500 0.00 29.5 -6.431 0
6.500 0.00 39.3 3.402 0
6.500 0.00 49.2 13.235 1
6.500 0.00 59.0 23.069 1
6.500 0.00 68.8 32.902 1
6.500 0.00 78.7 42.735 1
6.500 0.00 88.5 52.569 1
6.500 0.00 98.3 62.402 1
6.500 0.00 108.2 72.235 1
6.500 0.00 118.0 82.069 1
6.500 1.00 0.0 -35.314 0
6.500 1.00 9.8 -25.482 0
6.500 1.00 19.7 -15.650 0
6.500 1.00 29.5 -5.818 0
6.500 1.00 39.3 4.014 1
6.500 1.00 49.2 13.845 1
6.500 1.00 59.0 23.677 1
6.500 1.00 68.8 33.509 1
6.500 1.00 78.7 43.341 1
6.500 1.00 88.5 53.173 1
6.500 1.00 98.3 63.005 1
6.500 1.00 108.2 72.836 1
6.500 1.00 118.0 82.668 1
6.500 2.00 0.0 -34.696 0
6.500 2.00 9.8 -24.869 0
6.500 2.00 19.7 -15.041 0
6.500 2.00 29.5 -5.214 0
6.500 2.00 39.3 4.613 0
6.500 2.00 49.2 14.441 1
6.500 2.00 59.0 24.268 1
6.500 2.00 68.8 34.095 1
6.500 2.00 78.7 43.923 1
6.500 2.00 88.5 53.750 1
6.500 2.00 98.3 63.577 1
6.500 2.00 108.2 73.405 1
6.500 2.00 118.0 83.232 1
6.500 3.00 0.0 -34.079 0
6.500 3.00 9.8 -24.259 0
6.500 3.00 19.7 -14.439 0
6.500 3.00 29.5 -4.619 0
6.500 3.00 39.3 5.201 0
6.500 3.00 49.2 15.021 1
6.500 3.00 59.0 24.841 1
6.500 3.00 68.8 34.660 1
6.500 3.00 78.7 44.480 1
6.500 3.00 88.5 54.300 1
6.500 3.00 98.3 64.120 1
6.500 3.00 108.2 73.940 1
6.500 3.00 118.0 83.760 1
6.500 4.00 0.0 -33.461 0
6.500 4.00 9.8 -23.652 0
6.500 4.00 19.7 -13.842 0
6.500 4.00 29.5 -4.033 0
6.500 4.00 39.3 5.776 0
6.500 4.00 49.2 15.586 0
6.500 4.00 59.0 25.395 1
6.500 4.00 68.8 35.205 1
6.500 4.00 78.7 45.014 1
6.500 4.00 88.5 54.823 1
6.500 4.00 98.3 64.633 1
6.500 4.00 108.2 74.442 1
6.500 4.00 118.0 84.251 1
6.500 5.00 0.0 -32.844 0
6.500 5.00 9.8 -23.048 0
6.500 5.00 19.7 -13.252 0
6.500 5.00 29.5 -3.456 0
6.500 5.00 39.3 6.340 0
6.500 5.00 49.2 16.136 0
6.500 5.00 59.0 25.932 1
6.500 5.00 68.8 35.728 1
6.500 5.00 78.7 45.524 1
6.500 5.00 88.5 55.320 1
6.500 5.00 98.3 65.116 1
6.500 5.00 108.2 74.911 1
6.500 5.00 118.0 84.707 1
7.000 -10.00 0.0 -45.458 0
7.000 -10.00 9.8 -35.774 0
7.000 -10.00 19.7 -26.090 0
7.000 -10.00 29.5 -16.406 0
7.000 -10.00 39.3 -6.723 0
7.000 -10.00 49.2 2.961 0
7.000 -10.00 59.0 12.645 1
7.000 -10.00 68.8 22.329 1
7.000 -10.00 78.7 32.013 1
7.000 -10.00 88.5 41.697 1
7.000 -10.00 98.3 51.381 1
7.000 -10.00 108.2 61.065 1
7.000 -10.00 118.0 70.749 1
7.000 -9.00 0.0 -44.265 0
7.000 -9.00 9.8 -34.552 0
7.000 -9.00 19.7 -24.840 0
7.000 -9.00 29.5 -15.128 0
7.000 -9.00 39.3 -5.416 0
7.000 -9.00 49.2 4.297 1
7.000 -9.00 59.0 14.009 1
7.000 -9.00 68.8 23.721 1
7.000 -9.00 78.7 33.434 1
7.000 -9.00 88.5 43.146 1
7.000 -9.00 98.3 52.858 1
7.000 -9.00 108.2 62.570 1
7.000 -9.00 118.0 72.283 1
7.000 -8.00 0.0 -43.071 0
7.000 -8.00 9.8 -33.333 0
7.000 -8.00 19.7 -23.596 0
7.000 -8.00 29.5 -13.858 0
7.000 -8.00 39.3 -4.120 0
7.000 -8.00 49.2 5.617 1
7.000 -8.00 59.0 15.355 1
7.000 -8.00 68.8 25.092 1
7.000 -8.00 78.7 34.830 1
7.000 -8.00 88.5 44.568 1
7.000 -8.00 98.3 54.305 1
7.000 -8.00 108.2 64.043 1
7.000 -8.00 118.0 73.781 1
7.000 -7.00 0.0 -41.877 0
7.000 -7.00 9.8 -32.117 0
7.000 -7.00 19.7 -22.357 0
7.000 -7.00 29.5 -12.597 0
7.000 -7.00 39.3 -2.837 0
7.000 -7.00 49.2 6.923 1
7.000 -7.00 59.0 16.683 1
7.000 -7.00 68.8 26.443 1
7.000 -7.00 78.7 36.203 1
7.000 -7.00 88.5 45.963 1
7.000 -7.00 98.3 55.723 1
7.000 -7.00 108.2 65.483 1
7.000 -7.00 118.0 75.243 1
7.000 -6.00 0.0 -40.684 0
7.000 -6.00 9.8 -30.904 0
7.000 -6.00 19.7 -21.125 0
7.000 -6.00 29.5 -11.345 0
7.000 -6.00 39.3 -1.566 0
7.000 -6.00 49.2 8.214 1
7.000 -6.00 59.0 17.993 1
7.000 -6.00 68.8 27.773 1
7.000 -6.00 78.7 37.552 1
7.000 -6.00 88.5 47.331 1
7.000 -6.00 98.3 57.111 1
7.000 -6.00 108.2 66.890 1
7.000 -6.00 118.0 76.670 1
7.000 -5.00 0.0 -39.490 0
7.000 -5.00 9.8 -29.694 0
7.000 -5.00 19.7 -19.898 0
7.000 -5.00 29.5 -10.102 0
7.000 -5.00 39.3 -0.306 0
7.000 -5.00 49.2 9.489 1
7.000 -5.00 59.0 19.285 1
7.000 -5.00 68.8 29.081 1
7.000 -5.00 78.7 38.877 1
7.000 -5.00 88.5 48.673 1
7.000 -5.00 98.3 58.469 1
7.000 -5.00 108.2 68.265 1
7.000 -5.00 118.0 78.061 1
7.000 -4.00 0.0 -38.296 0
7.000 -4.00 9.8 -28.487 0
7.000 -4.00 19.7 -18.678 0
7.000 -4.00 29.5 -8.868 0
7.000 -4.00 39.3 0.941 0
7.000 -4.00 49.2 10.750 1
7.000 -4.00 59.0 20.560 1
7.000 -4.00 68.8 30.369 1
7.000 -4.00 78.7 40.179 1
7.000 -4.00 88.5 49.988 1
7.000 -4.00 98.3 59.797 1
7.000 -4.00 108.2 69.607 1
7.000 -4.00 118.0 79.416 1
7.000 -3.00 0.0 -37.103 0
7.000 -3.00 9.8 -27.283 0
7.000 -3.00 19.7 -17.463 0
7.000 -3.00 29.5 -7.643 0
7.000 -3.00 39.3 2.177 0
7.000 -3.00 49.2 11.996 1
7.000 -3.00 59.0 21.816 1
7.000 -3.00 68.8 31.636 1
7.000 -3.00 78.7 41.456 1
7.000 -3.00 88.5 51.276 1
7.000 -3.00 98.3 61.096 1
7.000 -3.00 108.2 70.916 1
7.000 -3.00 118.0 80.735 1
7.000 -2.00 0.0 -35.909 0
7.000 -2.00 9.8 -26.082 0
7.000 -2.00 19.7 -16.254 0
7.000 -2.00 29.5 -6.427 0
7.000 -2.00 39.3 3.400 1
7.000 -2.00 49.2 13.228 1
7.000 -2.00 59.0 23.055 1
7.000 -2.00 68.8 32.882 1
7.000 -2.00 78.7 42.710 1
7.000 -2.00 88.5 52.537 1
7.000 -2.00 98.3 62.364 1
7.000 -2.00 108.2 72.192 1
7.000 -2.00 118.0 82.019 1
7.000 -1.00 0.0 -34.716 0
7.000 -1.00 9.8 -24.884 0
7.000 -1.00 19.7 -15.052 0
7.000 -1.00 29.5 -5.220 0
7.000 -1.00 39.3 4.612 1
7.000 -1.00 49.2 14.444 1
7.000 -1.00 59.0 24.276 1
7.000 -1.00 68.8 34.107 1
7.000 -1.00 78.7 43.939 1
7.000 -1.00 88.5 53.771 1
7.000 -1.00 98.3 63.603 1
7.000 -1.00 108.2 73.435 1
7.000 -1.00 118.0 83.267 1
7.000 0.00 0.0 -33.522 0
7.000 0.00 9.8 -23.689 0
7.000 0.00 19.7 -13.855 0
7.000 0.00 29.5 -4.022 0
7.000 0.00 39.3 5.811 1
7.000 0.00 49.2 15.645 1
7.000 0.00 59.0 25.478 1
7.000 0.00 68.8 35.311 1
7.000 0.00 78.7 45.145 1
7.000 0.00 88.5 54.978 1
7.000 0.00 98.3 64.811 1
7.000 0.00 108.2 74.645 1
7.000 0.00 118.0 84.478 1
7.000 1.00 0.0 -32.806 0
7.000 1.00 9.8 -22.974 0
7.000 1.00 19.7 -13.142 0
7.000 1.00 29.5 -3.310 0
7.000 1.00 39.3 6.522 1
7.000 1.00 49.2 16.353 1
7.000 1.00 59.0 26.185 1
7.000 1.00 68.8 36.017 1
7.000 1.00 78.7 45.849 1
7.000 1.00 88.5 55.681 1
7.000 1.00 98.3 65.513 1
7.000 1.00 108.2 75.345 1
7.000 1.00 118.0 85.176 1
7.000 2.00 0.0 -32.089 0
7.000 2.00 9.8 -22.262 0
7.000 2.00 19.7 -12.435 0
7.000 2.00 29.5 -2.607 0
7.000 2.00 39.3 7.220 1
7.000 2.00 49.2 17.047 1
7.000 2.00 59.0 26.875 1
7.000 2.00 68.8 36.702 1
7.000 2.00 78.7 46.529 1
7.000 2.00 88.5 56.357 1
7.000 2.00 98.3 66.184 1
7.000 2.00 108.2 76.011 1
7.000 2.00 118.0 85.839 1
7.000 3.00 0.0 -31.373 0
7.000 3.00 9.8 -21.553 0
7.000 3.00 19.7 -11.734 0
7.000 3.00 29.5 -1.914 0
7.000 3.00 39.3 7.906 0
7.000 3.00 49.2 17.726 1
7.000 3.00 59.0 27.546 1
7.000 3.00 68.8 37.366 1
7.000 3.00 78.7 47.186 1
7.000 3.00 88.5 57.005 1
7.000 3.00 98.3 66.825 1
7.000 3.00 108.2 76.645 1
7.000 3.00 118.0 86.465 1
7.000 4.00 0.0 -30.657 0
7.000 4.00 9.8 -20.848 0
7.000 4.00 19.7 -11.038 0
7.000 4.00 29.5 -1.229 0
7.000 4.00 39.3 8.580 0
7.000 4.00 49.2 18.390 1
7.000 4.00 59.0 28.199 1
7.000 4.00 68.8 38.009 1
7.000 4.00 78.7 47.818 1
7.000 4.00 88.5 57.627 1
7.000 4.00 98.3 67.437 1
7.000 4.00 108.2 77.246 1
7.000 4.00 118.0 87.055 1
7.000 5.00 0.0 -29.941 0
7.000 5.00 9.8 -20.145 0
7.000 5.00 19.7 -10.349 0
7.000 5.00 29.5 -0.553 0
7.000 5.00 39.3 9.243 0
7.000 5.00 49.2 19.039 0
7.000 5.00 59.0 28.835 1
7.000 5.00 68.8 38.630 1
7.000 5.00 78.7 48.426 1
7.000 5.00 88.5 58.222 1
7.000 5.00 98.3 68.018 1
7.000 5.00 108.2 77.814 1
7.000 5.00 118.0 87.610 1
7.500 -10.00 0.0 -44.637 0
7.500 -10.00 9.8 -34.953 0
7.500 -10.00 19.7 -25.269 0
7.500 -10.00 29.5 -15.585 0
7.500 -10.00 39.3 -5.901 0
7.500 -10.00 49.2 3.783 0
7.500 -10.00 59.0 13.467 1
7.500 -10.00 68.8 23.151 1
7.500 -10.00 78.7 32.835 1
7.500 -10.00 88.5 42.519 1
7.500 -10.00 98.3 52.203 1
7.500 -10.00 108.2 61.887 1
7.500 -10.00 118.0 71.571 1
7.500 -9.00 0.0 -43.266 0
7.500 -9.00 9.8 -33.554 0
7.500 -9.00 19.7 -23.842 0
7.500 -9.00 29.5 -14.130 0
7.500 -9.00 39.3 -4.417 0
7.500 -9.00 49.2 5.295 1
7.500 -9.00 59.0 15.007 1
7.500 -9.00 68.8 24.720 1
7.500 -9.00 78.7 34.432 1
7.500 -9.00 88.5 44.144 1
7.500 -9.00 98.3 53.856 1
7.500 -9.00 108.2 63.569 1
7.500 -9.00 118.0 73.281 1
7.500 -8.00 0.0 -41.896 0
7.500 -8.00 9.8 -32.158 0
7.500 -8.00 19.7 -22.421 0
7.500 -8.00 29.5 -12.683 0
7.500 -8.00 39.3 -2.946 0
7.500 -8.00 49.2 6.792 1
7.500 -8.00 59.0 16.530 1
7.500 -8.00 68.8 26.267 1
7.500 -8.00 78.7 36.005 1
7.500 -8.00 88.5 45.743 1
7.500 -8.00 98.3 55.480 1
7.500 -8.00 108.2 65.218 1
7.500 -8.00 118.0 74.956 1
7.500 -7.00 0.0 -40.526 0
7.500 -7.00 9.8 -30.766 0
7.500 -7.00 19.7 -21.006 0
7.500 -7.00 29.5 -11.246 0
7.500 -7.00 39.3 -1.486 0
7.500 -7.00 49.2 8.274 1
7.500 -7.00 59.0 18.034 1
7.500 -7.00 68.8 27.794 1
7.500 -7.00 78.7 37.554 1
7.500 -7.00 88.5 47.315 1
7.500 -7.00 98.3 57.075 1
7.500 -7.00 108.2 66.835 1
7.500 -7.00 118.0 76.595 1
7.500 -6.00 0.0 -39.156 0
7.500 -6.00 9.8 -29.376 0
7.500 -6.00 19.7 -19.597 0
7.500 -6.00 29.5 -9.817 0
7.500 -6.00 39.3 -0.038 0
7.500 -6.00 49.2 9.742 1
7.500 -6.00 59.0 19.521 1
7.500 -6.00 68.8 29.301 1
7.500 -6.00 78.7 39.080 1
7.500 -6.00 88.5 48.860 1
7.500 -6.00 98.3 58.639 1
7.500 -6.00 108.2 68.419 1
7.500 -6.00 118.0 78.198 1
7.500 -5.00 0.0 -37.785 0
7.500 -5.00 9.8 -27.989 0
7.500 -5.00 19.7 -18.193 0
7.500 -5.00 29.5 -8.398 0
7.500 -5.00 39.3 1.398 0
7.500 -5.00 49.2 11.194 1
7.500 -5.00 59.0 20.990 1
7.500 -5.00 68.8 30.786 1
7.500 -5.00 78.7 40.582 1
7.500 -5.00 88.5 50.378 1
7.500 -5.00 98.3 60.174 1
7.500 -5.00 108.2 69.970 1
7.500 -5.00 118.0 79.766 1
7.500 -4.00 0.0 -36.415 0
7.500 -4.00 9.8 -26.606 0
7.500 -4.00 19.7 -16.796 0
7.500 -4.00 29.5 -6.987 0
7.500 -4.00 39.3 2.822 1
7.500 -4.00 49.2 12.632 1
7.500 -4.00 59.0 22.441 1
7.500 -4.00 68.8 32.251 1
7.500 -4.00 78.7 42.060 1
7.500 -4.00 88.5 51.869 1
7.500 -4.00 98.3 61.679 1
7.500 -4.00 108.2 71.488 1
7.500 -4.00 118.0 81.298 1
7.500 -3.00 0.0 -35.045 0
7.500 -3.00 9.8 -25.225 0
7.500 -3.00 19.7 -15.405 0
7.500 -3.00 29.5 -5.585 0
7.500 -3.00 39.3 4.235 1
7.500 -3.00 49.2 14.054 1
7.500 -3.00 59.0 23.874 1
7.500 -3.00 68.8 33.694 1
7.500 -3.00 78.7 43.514 1
7.500 -3.00 88.5 53.334 1
7.500 -3.00 98.3 63.154 1
7.500 -3.00 108.2 72.974 1
7.500 -3.00 118.0 82.793 1
7.500 -2.00 0.0 -33.675 0
7.500 -2.00 9.8 -23.847 0
7.500 -2.00 19.7 -14.020 0
7.500 -2.00 29.5 -4.193 0
7.500 -2.00 39.3 5.635 1
7.500 -2.00 49.2 15.462 1
7.500 -2.00 59.0 25.290 1
7.500 -2.00 68.8 35.117 1
7.500 -2.00 78.7 44.944 1
7.500 -2.00 88.5 54.772 1
7.500 -2.00 98.3 64.599 1
7.500 -2.00 108.2 74.426 1
7.500 -2.00 118.0 84.254 1
7.500 -1.00 0.0 -32.304 0
7.500 -1.00 9.8 -22.472 0
7.500 -1.00 19.7 -12.641 0
7.500 -1.00 29.5 -2.809 0
7.500 -1.00 39.3 7.023 1
7.500 -1.00 49.2 16.855 1
7.500 -1.00 59.0 26.687 1
7.500 -1.00 68.8 36.519 1
7.500 -1.00 78.7 46.350 1
7.500 -1.00 88.5 56.182 1
7.500 -1.00 98.3 66.014 1
7.500 -1.00 108.2 75.846 1
7.500 -1.00 118.0 85.678 1
7.500 0.00 0.0 -30.934 0
7.500 0.00 9.8 -21.101 0
7.500 0.00 19.7 -11.267 0
7.500 0.00 29.5 -1.434 0
7.500 0.00 39.3 8.399 1
7.500 0.00 49.2 18.233 1
7.500 0.00 59.0 28.066 1
7.500 0.00 68.8 37.899 1
7.500 0.00 78.7 47.733 1
7.500 0.00 88.5 57.566 1
7.500 0.00 98.3 67.399 1
7.500 0.00 108.2 77.233 1
7.500 0.00 118.0 87.066 1
7.500 1.00 0.0 -30.112 0
7.500 1.00 9.8 -20.280 0
7.500 1.00 19.7 -10.448 0
7.500 1.00 29.5 -0.616 0
7.500 1.00 39.3 9.215 1
7.500 1.00 49.2 19.047 1
7.500 1.00 59.0 28.879 1
7.500 1.00 68.8 38.711 1
7.500 1.00 78.7 48.543 1
7.500 1.00 88.5 58.375 1
7.500 1.00 98.3 68.206 1
7.500 1.00 108.2 78.038 1
7.500 1.00 118.0 87.870 1
7.500 2.00 0.0 -29.290 0
7.500 2.00 9.8 -19.462 0
7.500 2.00 19.7 -9.635 0
7.500 2.00 29.5 0.192 0
7.500 2.00 39.3 10.020 1
7.500 2.00 49.2 19.847 1
7.500 2.00 59.0 29.674 1
7.500 2.00 68.8 39.502 1
7.500 2.00 78.7 49.329 1
7.500 2.00 88.5 59.156 1
7.500 2.00 98.3 68.984 1
7.500 2.00 108.2 78.811 1
7.500 2.00 118.0 88.638 1
7.500 3.00 0.0 -28.468 0
7.500 3.00 9.8 -18.648 0
7.500 3.00 19.7 -8.828 0
7.500 3.00 29.5 0.992 0
7.500 3.00 39.3 10.812 0
7.500 3.00 49.2 20.632 1
7.500 3.00 59.0 30.452 1
7.500 3.00 68.8 40.271 1
7.500 3.00 78.7 50.091 1
7.500 3.00 88.5 59.911 1
7.500 3.00 98.3 69.731 1
7.500 3.00 108.2 79.551 1
7.500 3.00 118.0 89.371 1
7.500 4.00 0.0 -27.645 0
7.500 4.00 9.8 -17.836 0
7.500 4.00 19.7 -8.027 0
7.500 4.00 29.5 1.783 0
7.500 4.00 39.3 11.592 0
7.500 4.00 49.2 21.401 1
7.500 4.00 59.0 31.211 1
7.500 4.00 68.8 41.020 1
7.500 4.00 78.7 50.830 1
7.500 4.00 88.5 60.639 1
7.500 4.00 98.3 70.448 1
7.500 4.00 108.2 80.258 1
7.500 4.00 118.0 90.067 1
7.500 5.00 0.0 -26.823 0
7.500 5.00 9.8 -17.027 0
7.500 5.00 19.7 -7.231 0
7.500 5.00 29.5 2.564 0
7.500 5.00 39.3 12.360 0
7.500 5.00 49.2 22.156 0
7.500 5.00 59.0 31.952 1
7.500 5.00 68.8 41.748 1
7.500 5.00 78.7 51.544 1
7.500 5.00 88.5 61.340 1
7.500 5.00 98.3 71.136 1
7.500 5.00 108.2 80.932 1
7.500 5.00 118.0 90.728 1
8.000 -10.00 0.0 -43.758 0
8.000 -10.00 9.8 -34.074 0
8.000 -10.00 19.7 -24.390 0
8.000 -10.00 29.5 -14.706 0
8.000 -10.00 39.3 -5.022 0
8.000 -10.00 49.2 4.662 1
8.000 -10.00 59.0 14.345 1
8.000 -10.00 68.8 24.029 1
8.000 -10.00 78.7 33.713 1
8.000 -10.00 88.5 43.397 1
8.000 -10.00 98.3 53.081 1
8.000 -10.00 108.2 62.765 1
8.000 -10.00 118.0 72.449 1
8.000 -9.00 0.0 -42.199 0
8.000 -9.00 9.8 -32.487 0
