t V gam alpha th thsp Tcc Trc lf alt
21.78 7.363 1.424 -4.238 -2.814 -2.614 0.00 63.89 1.0363 58.42
21.80 7.385 1.342 -4.196 -2.855 -2.614 0.00 63.89 1.0384 58.42
21.82 7.397 1.252 -4.080 -2.828 -2.614 0.00 63.89 1.0408 58.43
21.84 7.175 1.176 -4.025 -2.849 -2.606 0.00 63.90 1.0281 58.43
21.86 7.064 1.205 -4.095 -2.890 -2.606 0.00 63.90 1.0206 58.44
21.88 7.009 1.153 -3.996 -2.843 -2.606 0.00 63.90 1.0187 58.44
21.90 6.981 1.185 -3.986 -2.801 -2.601 0.00 63.92 1.0173 58.44
21.92 6.967 1.227 -4.018 -2.791 -2.601 0.00 63.92 1.0162 58.45
21.94 7.170 1.401 -4.175 -2.774 -2.601 0.00 63.92 1.0262 58.45
21.96 7.271 1.473 -4.201 -2.728 -2.593 0.00 63.93 1.0320 58.45
21.98 7.322 1.295 -4.034 -2.739 -2.593 0.00 63.93 1.0375 58.46
22.00 7.347 1.415 -4.121 -2.705 -2.593 0.00 63.93 1.0379 58.46
22.02 7.360 1.463 -4.183 -2.720 -2.585 0.00 63.94 1.0379 58.46
22.04 7.212 1.483 -4.201 -2.718 -2.585 0.00 63.94 1.0287 58.47
22.06 7.138 1.595 -4.313 -2.718 -2.576 0.00 63.94 1.0229 58.47
22.08 7.101 1.506 -4.247 -2.740 -2.576 0.00 63.94 1.0216 58.48
22.10 7.082 1.480 -4.159 -2.679 -2.576 0.00 63.94 1.0217 58.48
22.12 7.073 1.382 -3.993 -2.611 -2.571 0.00 63.96 1.0234 58.48
22.14 7.242 1.335 -3.964 -2.629 -2.571 0.00 63.96 1.0341 58.49
22.16 7.327 1.124 -3.754 -2.630 -2.571 0.00 63.96 1.0422 58.50
22.18 7.369 1.142 -3.747 -2.605 -2.568 0.00 63.99 1.0451 58.51
22.20 7.390 1.032 -3.600 -2.567 -2.568 0.00 63.99 1.0486 58.51
22.22 7.401 1.286 -3.852 -2.566 -2.562 0.00 64.01 1.0458 58.52
22.24 7.190 1.301 -3.856 -2.556 -2.562 0.00 64.01 1.0328 58.52
22.26 7.084 1.355 -3.933 -2.579 -2.562 0.00 64.01 1.0254 58.53
22.28 7.032 1.356 -3.924 -2.568 -2.558 0.00 64.03 1.0225 58.53
22.30 7.005 1.245 -3.834 -2.590 -2.558 0.00 64.03 1.0222 58.54
22.32 6.992 1.174 -3.778 -2.604 -2.558 0.00 64.03 1.0222 58.54
22.34 7.102 1.175 -3.837 -2.663 -2.556 0.00 64.06 1.0281 58.55
22.36 7.157 1.096 -3.788 -2.692 -2.556 0.00 64.06 1.0322 58.55
22.38 7.185 1.064 -3.792 -2.727 -2.556 0.00 64.06 1.0339 58.56
22.40 7.199 1.148 -3.879 -2.731 -2.554 0.00 64.09 1.0337 58.56
22.42 7.206 1.092 -3.831 -2.740 -2.554 0.00 64.09 1.0349 58.57
22.44 7.104 1.054 -3.778 -2.724 -2.552 0.00 64.12 1.0295 58.57
22.46 7.053 1.063 -3.794 -2.730 -2.552 0.00 64.12 1.0264 58.58
22.48 7.028 1.185 -3.953 -2.768 -2.552 0.00 64.12 1.0229 58.59
22.50 7.015 1.231 -3.989 -2.758 -2.549 0.00 64.15 1.0218 58.59
22.52 7.009 1.126 -3.871 -2.746 -2.549 0.00 64.15 1.0231 58.60
22.54 7.121 1.132 -3.888 -2.756 -2.549 0.00 64.15 1.0297 58.61
22.56 7.177 1.249 -4.028 -2.779 -2.546 0.00 64.17 1.0313 58.61
22.58 7.205 1.410 -4.214 -2.804 -2.546 0.00 64.17 1.0306 58.62
22.60 7.220 1.254 -4.045 -2.791 -2.546 0.00 64.17 1.0339 58.63
22.62 7.227 1.217 -4.023 -2.806 -2.543 0.00 64.19 1.0347 58.64
22.64 7.051 1.211 -4.047 -2.836 -2.543 0.00 64.19 1.0239 58.64
22.66 6.963 1.382 -4.268 -2.886 -2.538 0.00 64.20 1.0160 58.65
22.68 6.919 1.247 -4.077 -2.830 -2.538 0.00 64.20 1.0160 58.66
22.70 6.897 1.259 -4.118 -2.860 -2.538 0.00 64.20 1.0143 58.66
22.72 7.033 1.592 -4.405 -2.813 -2.531 0.00 64.20 1.0186 58.67
22.74 7.101 1.621 -4.381 -2.760 -2.531 0.00 64.20 1.0230 58.68
22.76 7.135 1.675 -4.454 -2.779 -2.531 0.00 64.20 1.0240 58.68
22.78 7.152 1.573 -4.303 -2.730 -2.524 0.00 64.20 1.0271 58.69
22.80 7.160 1.774 -4.475 -2.700 -2.524 0.00 64.20 1.0254 58.70
22.82 7.164 1.840 -4.519 -2.679 -2.524 0.00 64.20 1.0251 58.71
22.84 7.011 1.801 -4.484 -2.683 -2.517 0.00 64.19 1.0167 58.72
22.86 6.934 1.892 -4.564 -2.673 -2.517 0.00 64.19 1.0114 58.72
22.88 6.896 1.799 -4.487 -2.688 -2.517 0.00 64.19 1.0102 58.73
22.90 6.877 1.734 -4.400 -2.666 -2.512 0.00 64.20 1.0102 58.74
22.92 6.867 1.640 -4.243 -2.603 -2.512 0.00 64.20 1.0116 58.75
22.94 6.906 1.563 -4.171 -2.608 -2.510 0.00 64.21 1.0148 58.75
22.96 6.926 1.534 -4.128 -2.594 -2.510 0.00 64.21 1.0165 58.76
22.98 6.935 1.396 -4.009 -2.613 -2.510 0.00 64.21 1.0186 58.76
23.00 6.940 1.368 -3.950 -2.582 -2.511 0.00 64.24 1.0196 58.77
23.02 6.943 1.443 -3.984 -2.541 -2.511 0.00 64.24 1.0194 58.77
23.04 7.028 1.482 -3.988 -2.507 -2.511 0.00 64.24 1.0245 58.78
23.06 7.071 1.598 -4.067 -2.469 -2.510 0.00 64.25 1.0261 58.79
23.08 7.092 1.661 -4.121 -2.460 -2.510 0.00 64.25 1.0267 58.79
23.10 7.103 1.760 -4.211 -2.451 -2.510 0.00 64.25 1.0262 58.80
23.12 7.108 1.734 -4.238 -2.504 -2.508 0.00 64.26 1.0262 58.80
23.14 7.050 1.800 -4.373 -2.573 -2.508 0.00 64.26 1.0211 58.81
23.16 7.021 2.046 -4.631 -2.585 -2.502 0.00 64.25 1.0161 58.82
23.18 7.006 2.084 -4.638 -2.554 -2.502 0.00 64.25 1.0153 58.83
23.20 6.999 1.978 -4.569 -2.591 -2.502 0.00 64.25 1.0157 58.84
23.22 6.996 2.038 -4.653 -2.615 -2.495 0.00 64.23 1.0144 58.85
23.24 6.919 2.114 -4.751 -2.637 -2.495 0.00 64.23 1.0089 58.85
23.27 6.881 2.084 -4.796 -2.713 -2.495 0.00 64.23 1.0062 58.86
23.28 6.862 2.011 -4.732 -2.721 -2.488 0.00 64.22 1.0059 58.87
23.30 6.852 2.059 -4.767 -2.708 -2.488 0.00 64.22 1.0049 58.88
23.32 6.847 2.183 -4.810 -2.627 -2.480 0.00 64.20 1.0042 58.88
23.34 6.896 2.314 -4.911 -2.597 -2.480 0.00 64.20 1.0055 58.89
23.36 6.920 2.192 -4.789 -2.597 -2.480 0.00 64.20 1.0083 58.90
23.38 6.932 2.151 -4.746 -2.594 -2.473 0.00 64.18 1.0095 58.91
23.40 6.938 2.268 -4.836 -2.568 -2.473 0.00 64.18 1.0087 58.92
23.42 6.941 2.360 -4.875 -2.515 -2.473 0.00 64.18 1.0083 58.93
23.44 6.884 2.281 -4.786 -2.505 -2.465 0.00 64.16 1.0062 58.94
23.46 6.855 2.442 -5.000 -2.559 -2.465 0.00 64.16 1.0019 58.95
23.48 6.841 2.489 -5.065 -2.577 -2.465 0.00 64.16 1.0003 58.95
23.50 6.834 2.636 -5.202 -2.566 -2.454 0.00 64.13 0.9982 58.96
23.52 6.830 2.742 -5.344 -2.601 -2.454 0.00 64.13 0.9962 58.98
23.54 6.946 2.752 -5.391 -2.639 -2.454 0.00 64.13 1.0017 58.98
23.56 7.004 2.789 -5.440 -2.651 -2.442 0.00 64.09 1.0040 58.99
23.58 7.033 2.724 -5.355 -2.632 -2.442 0.00 64.09 1.0066 59.00
23.60 7.048 2.642 -5.272 -2.630 -2.429 0.00 64.05 1.0083 59.01
23.62 7.055 2.487 -5.122 -2.635 -2.429 0.00 64.05 1.0105 59.02
23.64 6.909 2.496 -5.115 -2.619 -2.429 0.00 64.05 1.0025 59.03
23.66 6.836 2.478 -5.100 -2.622 -2.420 0.00 64.02 0.9986 59.04
23.68 6.800 2.516 -5.129 -2.612 -2.420 0.00 64.02 0.9961 59.05
23.70 6.782 2.497 -5.075 -2.578 -2.420 0.00 64.02 0.9957 59.05
23.72 6.773 2.428 -5.023 -2.595 -2.413 0.00 64.00 0.9957 59.06
23.74 6.843 2.552 -5.130 -2.577 -2.413 0.00 64.00 0.9980 59.07
23.76 6.878 2.383 -4.933 -2.550 -2.413 0.00 64.00 1.0022 59.08
23.78 6.895 2.488 -5.030 -2.542 -2.406 0.00 63.97 1.0019 59.09
23.80 6.904 2.536 -5.091 -2.554 -2.406 0.00 63.97 1.0015 59.09
23.82 6.909 2.419 -4.932 -2.513 -2.406 0.00 63.97 1.0036 59.10
23.84 6.832 2.490 -4.989 -2.499 -2.399 0.00 63.95 0.9986 59.11
23.86 6.793 2.494 -4.939 -2.445 -2.399 0.00 63.95 0.9971 59.11
23.88 6.793 2.382 -4.770 -2.388 -2.396 0.00 63.95 0.9990 59.12
23.90 6.765 2.492 -4.928 -2.436 -2.396 0.00 63.95 0.9955 59.13
23.92 6.760 2.400 -4.819 -2.419 -2.396 0.00 63.95 0.9964 59.13
23.94 6.825 2.388 -4.807 -2.419 -2.393 0.00 63.94 1.0000 59.14
23.96 6.857 2.195 -4.657 -2.462 -2.393 0.00 63.94 1.0035 59.15
23.98 6.874 2.235 -4.686 -2.451 -2.393 0.00 63.94 1.0040 59.15
24.00 6.882 2.038 -4.456 -2.418 -2.392 0.00 63.94 1.0072 59.16
24.02 6.703 2.064 -4.487 -2.424 -2.392 0.00 63.94 0.9969 59.16
24.04 6.614 2.044 -4.491 -2.447 -2.392 0.00 63.94 0.9919 59.17
24.06 6.569 2.049 -4.551 -2.502 -2.395 0.00 63.96 0.9888 59.17
24.08 6.546 2.098 -4.562 -2.463 -2.395 0.00 63.96 0.9875 59.18
24.10 6.535 2.139 -4.624 -2.484 -2.395 0.00 63.96 0.9861 59.18
24.12 6.530 1.948 -4.376 -2.429 -2.400 0.00 63.97 0.9886 59.18
24.14 6.818 1.925 -4.393 -2.469 -2.400 0.00 63.97 1.0043 59.19
24.16 6.962 1.827 -4.352 -2.525 -2.400 0.00 63.97 1.0129 59.19
24.18 7.034 1.700 -4.211 -2.511 -2.406 0.00 64.00 1.0189 59.19
24.20 7.070 1.667 -4.221 -2.554 -2.406 0.00 64.00 1.0209 59.20
24.22 7.088 1.769 -4.317 -2.548 -2.410 0.00 64.02 1.0208 59.20
24.24 6.933 1.718 -4.285 -2.567 -2.410 0.00 64.02 1.0123 59.20
24.26 6.856 1.598 -4.131 -2.533 -2.410 0.00 64.02 1.0099 59.21
24.28 6.818 1.601 -4.200 -2.599 -2.419 0.00 64.06 1.0069 59.21
24.30 6.798 1.660 -4.265 -2.605 -2.419 0.00 64.06 1.0051 59.21
24.32 6.789 1.712 -4.360 -2.647 -2.419 0.00 64.06 1.0035 59.22
24.34 6.761 1.768 -4.436 -2.668 -2.424 0.00 64.08 1.0011 59.22
24.36 6.747 1.697 -4.360 -2.663 -2.424 0.00 64.08 1.0014 59.22
24.38 6.740 1.756 -4.360 -2.604 -2.433 0.00 64.11 1.0011 59.23
24.40 6.736 1.712 -4.352 -2.640 -2.433 0.00 64.11 1.0011 59.23
24.42 6.735 1.778 -4.385 -2.606 -2.433 0.00 64.11 1.0008 59.24
24.44 6.754 1.876 -4.473 -2.597 -2.440 0.00 64.14 1.0009 59.24
24.46 6.763 1.881 -4.446 -2.565 -2.440 0.00 64.14 1.0019 59.24
24.48 6.768 1.966 -4.537 -2.571 -2.440 0.00 64.14 1.0011 59.25
24.50 6.770 1.871 -4.430 -2.559 -2.448 0.00 64.16 1.0027 59.25
24.52 6.772 1.930 -4.454 -2.524 -2.448 0.00 64.16 1.0026 59.26
24.54 6.827 1.921 -4.449 -2.529 -2.448 0.00 64.16 1.0058 59.26
24.56 6.854 1.895 -4.443 -2.548 -2.456 0.00 64.19 1.0076 59.27
24.58 6.868 1.775 -4.333 -2.558 -2.456 0.00 64.19 1.0098 59.28
24.60 6.875 1.865 -4.375 -2.510 -2.456 0.00 64.19 1.0098 59.28
24.62 6.879 1.866 -4.371 -2.505 -2.466 0.00 64.22 1.0102 59.29
24.64 6.883 1.686 -4.197 -2.511 -2.466 0.00 64.22 1.0127 59.29
24.66 6.885 1.624 -4.153 -2.529 -2.466 0.00 64.22 1.0135 59.29
24.68 6.886 1.663 -4.154 -2.491 -2.476 0.00 64.25 1.0137 59.30
24.70 6.887 1.416 -3.924 -2.508 -2.476 0.00 64.25 1.0166 59.30
24.72 6.887 1.579 -4.065 -2.486 -2.476 0.00 64.25 1.0151 59.31
24.74 6.703 1.633 -4.134 -2.501 -2.489 0.00 64.30 1.0039 59.31
24.76 6.611 1.706 -4.164 -2.458 -2.489 0.00 64.30 0.9986 59.31
24.78 6.564 1.615 -4.127 -2.512 -2.489 0.00 64.30 0.9966 59.32
24.80 6.541 1.636 -4.208 -2.571 -2.503 0.00 64.35 0.9946 59.32
24.82 6.530 1.574 -4.201 -2.627 -2.503 0.00 64.35 0.9942 59.32
24.84 6.556 1.680 -4.298 -2.618 -2.503 0.00 64.35 0.9947 59.33
24.86 6.570 1.669 -4.245 -2.576 -2.517 0.00 64.39 0.9962 59.33
24.88 6.576 1.567 -4.174 -2.606 -2.517 0.00 64.39 0.9975 59.33
24.90 6.580 1.467 -4.168 -2.701 -2.532 0.00 64.44 0.9979 59.34
24.92 6.581 1.425 -4.121 -2.697 -2.532 0.00 64.44 0.9987 59.34
24.94 6.624 1.414 -4.114 -2.701 -2.532 0.00 64.44 1.0013 59.35
24.96 6.645 1.292 -3.999 -2.708 -2.550 0.00 64.50 1.0040 59.35
24.98 6.656 1.191 -3.948 -2.757 -2.550 0.00 64.50 1.0054 59.35
25.00 6.661 1.260 -4.007 -2.747 -2.550 0.00 64.50 1.0053 59.35
25.02 6.663 1.273 -3.964 -2.691 -2.568 0.00 64.56 1.0062 59.36
25.04 6.797 1.219 -3.916 -2.697 -2.568 0.00 64.56 1.0146 59.36
25.06 6.864 1.285 -3.938 -2.653 -2.568 0.00 64.56 1.0184 59.36
25.08 6.897 1.357 -4.037 -2.680 -2.584 0.00 64.62 1.0193 59.36
25.10 6.914 1.294 -3.960 -2.666 -2.584 0.00 64.62 1.0215 59.37
25.12 6.922 1.318 -3.950 -2.631 -2.584 0.00 64.62 1.0224 59.37
25.14 6.893 1.331 -3.905 -2.573 -2.600 0.00 64.68 1.0215 59.37
25.16 6.879 1.258 -3.815 -2.557 -2.600 0.00 64.68 1.0221 59.38
25.18 6.872 1.269 -3.842 -2.573 -2.600 0.00 64.68 1.0215 59.38
25.20 6.868 1.251 -3.833 -2.582 -2.617 0.00 64.74 1.0217 59.39
25.22 6.866 1.333 -3.931 -2.598 -2.617 0.00 64.74 1.0206 59.39
25.24 6.914 1.179 -3.775 -2.596 -2.634 0.00 64.80 1.0256 59.40
25.26 6.939 1.093 -3.752 -2.659 -2.634 0.00 64.80 1.0276 59.40
25.28 6.951 1.021 -3.678 -2.657 -2.634 0.00 64.80 1.0295 59.41
25.30 6.957 1.172 -3.828 -2.656 -2.651 0.00 64.86 1.0282 59.41
25.32 6.960 1.292 -3.896 -2.604 -2.651 0.00 64.86 1.0278 59.42
25.34 6.848 1.207 -3.806 -2.598 -2.651 0.00 64.86 1.0227 59.42
25.36 6.792 1.266 -3.848 -2.582 -2.668 0.00 64.92 1.0192 59.43
25.39 6.764 1.137 -3.752 -2.615 -2.668 0.00 64.92 1.0190 59.43
25.40 6.750 1.241 -3.864 -2.622 -2.668 0.00 64.92 1.0171 59.44
25.42 6.743 1.332 -3.963 -2.631 -2.684 0.00 64.97 1.0158 59.44
25.44 6.917 1.414 -4.102 -2.688 -2.684 0.00 64.97 1.0243 59.45
25.46 7.005 1.501 -4.263 -2.761 -2.684 0.00 64.97 1.0276 59.45
25.48 7.048 1.598 -4.389 -2.791 -2.692 0.00 65.00 1.0287 59.46
25.50 7.070 1.567 -4.388 -2.821 -2.692 0.00 65.00 1.0302 59.46
25.52 7.081 1.525 -4.361 -2.836 -2.692 0.00 65.00 1.0314 59.47
25.54 6.974 1.298 -4.083 -2.785 -2.700 0.00 65.02 1.0289 59.48
25.56 6.920 1.306 -4.084 -2.777 -2.700 0.00 65.02 1.0259 59.48
25.58 6.893 1.389 -4.180 -2.790 -2.709 0.00 65.05 1.0233 59.49
25.60 6.880 1.503 -4.293 -2.790 -2.709 0.00 65.05 1.0213 59.49
25.62 6.873 1.367 -4.195 -2.828 -2.709 0.00 65.05 1.0223 59.50
25.64 6.722 1.260 -4.141 -2.881 -2.718 0.00 65.08 1.0146 59.50
25.66 6.646 1.211 -4.083 -2.871 -2.718 0.00 65.08 1.0112 59.51
25.68 6.608 1.131 -4.008 -2.877 -2.718 0.00 65.08 1.0101 59.51
25.70 6.590 1.182 -4.062 -2.881 -2.730 0.00 65.13 1.0086 59.51
25.72 6.580 1.115 -3.957 -2.842 -2.730 0.00 65.13 1.0095 59.52
25.74 6.714 1.221 -4.018 -2.797 -2.730 0.00 65.13 1.0165 59.52
25.76 6.782 1.068 -3.866 -2.798 -2.741 0.00 65.17 1.0223 59.52
25.78 6.815 0.919 -3.754 -2.834 -2.741 0.00 65.17 1.0257 59.52
25.80 6.832 0.996 -3.795 -2.799 -2.741 0.00 65.17 1.0264 59.53
25.82 6.840 0.957 -3.760 -2.803 -2.754 0.00 65.22 1.0275 59.53
25.84 6.890 1.107 -3.887 -2.780 -2.754 0.00 65.22 1.0290 59.53
25.86 6.914 1.136 -3.886 -2.750 -2.754 0.00 65.22 1.0306 59.53
25.88 6.927 1.120 -3.868 -2.748 -2.764 0.00 65.26 1.0317 59.53
25.90 6.933 1.346 -4.116 -2.770 -2.764 0.00 65.26 1.0292 59.54
25.92 6.936 1.308 -4.081 -2.774 -2.768 0.00 65.28 1.0300 59.54
25.94 6.783 1.353 -4.109 -2.756 -2.768 0.00 65.28 1.0210 59.54
25.96 6.706 1.271 -4.014 -2.743 -2.768 0.00 65.28 1.0180 59.54
25.98 6.668 1.235 -3.904 -2.669 -2.776 0.00 65.31 1.0173 59.55
26.01 6.649 1.241 -3.951 -2.710 -2.776 0.00 65.31 1.0159 59.55
26.02 6.640 1.318 -3.998 -2.679 -2.776 0.00 65.31 1.0149 59.55
26.04 6.655 1.396 -4.106 -2.710 -2.782 0.00 65.34 1.0147 59.56
26.06 6.663 1.298 -4.045 -2.747 -2.782 0.00 65.34 1.0160 59.56
26.08 6.667 1.440 -4.105 -2.664 -2.786 0.00 65.36 1.0157 59.56
26.10 6.669 1.444 -4.151 -2.707 -2.786 0.00 65.36 1.0154 59.57
26.12 6.670 1.436 -4.214 -2.778 -2.786 0.00 65.36 1.0148 59.57
26.14 6.649 1.501 -4.294 -2.793 -2.789 0.00 65.37 1.0128 59.58
26.16 6.638 1.560 -4.330 -2.770 -2.789 0.00 65.37 1.0119 59.58
26.18 6.633 1.566 -4.371 -2.805 -2.789 0.00 65.37 1.0113 59.58
26.20 6.631 1.530 -4.316 -2.786 -2.791 0.00 65.38 1.0119 59.59
26.22 6.629 1.374 -4.152 -2.777 -2.791 0.00 65.38 1.0138 59.59
26.24 6.757 1.371 -4.138 -2.767 -2.791 0.00 65.38 1.0212 59.59
26.26 6.821 1.389 -4.181 -2.792 -2.792 0.00 65.39 1.0243 59.60
26.28 6.853 1.447 -4.239 -2.792 -2.792 0.00 65.39 1.0255 59.60
26.30 6.869 1.321 -4.066 -2.746 -2.792 0.00 65.39 1.0287 59.61
26.32 6.877 1.461 -4.204 -2.743 -2.792 0.00 65.40 1.0275 59.61
26.34 6.841 1.547 -4.314 -2.767 -2.792 0.00 65.40 1.0241 59.61
26.36 6.823 1.612 -4.410 -2.798 -2.792 0.00 65.40 1.0220 59.62
26.38 6.813 1.768 -4.588 -2.820 -2.788 0.00 65.39 1.0193 59.62
26.40 6.809 1.745 -4.620 -2.875 -2.788 0.00 65.39 1.0187 59.63
26.42 6.807 1.883 -4.756 -2.873 -2.788 0.00 65.39 1.0169 59.63
26.44 6.630 2.023 -4.881 -2.858 -2.780 0.00 65.37 1.0060 59.64
26.46 6.542 1.973 -4.799 -2.826 -2.780 0.00 65.37 1.0023 59.65
26.48 6.498 1.991 -4.793 -2.802 -2.780 0.00 65.37 1.0000 59.65
26.50 6.476 2.150 -4.983 -2.833 -2.773 0.00 65.34 0.9967 59.66
26.52 6.465 2.205 -5.031 -2.827 -2.773 0.00 65.34 0.9956 59.67
26.54 6.864 2.164 -5.008 -2.844 -2.762 0.00 65.30 1.0169 59.68
26.56 7.064 2.264 -5.048 -2.785 -2.762 0.00 65.30 1.0273 59.69
26.58 7.164 2.119 -4.925 -2.807 -2.762 0.00 65.30 1.0345 59.70
26.60 7.213 2.269 -5.074 -2.805 -2.746 0.00 65.25 1.0352 59.71
26.62 7.238 2.161 -4.974 -2.813 -2.746 0.00 65.25 1.0379 59.71
26.64 7.113 2.227 -5.001 -2.775 -2.746 0.00 65.25 1.0302 59.72
26.66 7.050 2.438 -5.185 -2.746 -2.728 0.00 65.20 1.0242 59.73
26.68 7.018 2.459 -5.213 -2.754 -2.728 0.00 65.20 1.0219 59.74
26.70 7.003 2.519 -5.286 -2.767 -2.728 0.00 65.20 1.0200 59.75
26.72 6.995 2.549 -5.227 -2.677 -2.710 0.00 65.14 1.0202 59.76
26.74 6.799 2.572 -5.253 -2.680 -2.710 0.00 65.14 1.0091 59.77
26.76 6.701 2.698 -5.379 -2.680 -2.710 0.00 65.14 1.0023 59.78
26.78 6.652 2.802 -5.494 -2.692 -2.692 0.00 65.08 0.9982 59.79
26.80 6.628 2.848 -5.613 -2.765 -2.692 0.00 65.08 0.9953 59.80
26.82 6.661 3.058 -5.839 -2.780 -2.670 0.00 65.00 0.9942 59.81
26.84 6.677 3.084 -5.887 -2.803 -2.670 0.00 65.00 0.9941 59.82
26.86 6.685 3.139 -5.946 -2.807 -2.670 0.00 65.00 0.9935 59.83
26.88 6.689 3.021 -5.873 -2.852 -2.648 0.00 64.92 0.9943 59.84
26.90 6.691 3.024 -5.825 -2.801 -2.648 0.00 64.92 0.9947 59.85
26.92 6.692 2.823 -5.655 -2.831 -2.648 0.00 64.92 0.9964 59.86
26.94 6.619 2.894 -5.722 -2.828 -2.626 0.00 64.85 0.9916 59.87
26.96 6.582 2.851 -5.620 -2.769 -2.626 0.00 64.85 0.9907 59.88
26.98 6.563 2.670 -5.431 -2.761 -2.608 0.00 64.79 0.9916 59.89
27.00 6.554 2.853 -5.632 -2.780 -2.608 0.00 64.79 0.9885 59.89
27.02 6.550 2.587 -5.380 -2.792 -2.608 0.00 64.79 0.9908 59.90
27.04 6.675 2.548 -5.349 -2.801 -2.589 0.00 64.73 0.9973 59.91
27.06 6.738 2.392 -5.231 -2.839 -2.589 0.00 64.73 1.0016 59.91
27.08 6.769 2.467 -5.202 -2.735 -2.589 0.00 64.73 1.0034 59.92
27.10 6.785 2.456 -5.184 -2.728 -2.572 0.00 64.69 1.0042 59.92
27.12 6.792 2.608 -5.382 -2.774 -2.572 0.00 64.69 1.0019 59.93
27.14 6.760 2.605 -5.344 -2.739 -2.554 0.00 64.63 1.0005 59.94
27.16 6.744 2.544 -5.266 -2.722 -2.554 0.00 64.63 1.0003 59.94
27.18 6.736 2.556 -5.332 -2.776 -2.554 0.00 64.63 0.9988 59.95
27.20 6.732 2.576 -5.301 -2.725 -2.536 0.00 64.58 0.9987 59.95
27.22 6.730 2.812 -5.473 -2.661 -2.536 0.00 64.58 0.9964 59.96
27.24 6.692 2.815 -5.389 -2.573 -2.536 0.00 64.58 0.9952 59.97
27.26 6.673 2.720 -5.289 -2.570 -2.519 0.00 64.53 0.9951 59.98
27.28 6.664 2.764 -5.342 -2.578 -2.519 0.00 64.53 0.9938 59.98
27.30 6.659 2.592 -5.216 -2.624 -2.519 0.00 64.53 0.9947 59.99
27.32 6.656 2.526 -5.139 -2.613 -2.505 0.00 64.49 0.9952 60.00
27.34 6.690 2.523 -5.154 -2.632 -2.505 0.00 64.49 0.9966 60.00
27.36 6.706 2.424 -5.057 -2.634 -2.492 0.00 64.46 0.9984 60.01
27.38 6.715 2.292 -4.887 -2.595 -2.492 0.00 64.46 1.0006 60.02
27.40 6.719 2.227 -4.830 -2.603 -2.492 0.00 64.46 1.0013 60.02
27.42 6.719 2.291 -4.967 -2.676 -2.481 0.00 64.43 0.9994 60.03
27.45 6.708 2.306 -4.980 -2.675 -2.481 0.00 64.43 0.9985 60.03
27.46 6.706 2.299 -4.962 -2.663 -2.481 0.00 64.43 0.9984 60.04
27.48 6.705 2.324 -4.974 -2.650 -2.471 0.00 64.41 0.9981 60.05
27.50 6.705 2.343 -4.967 -2.623 -2.471 0.00 64.41 0.9980 60.05
27.52 6.705 2.518 -5.145 -2.627 -2.471 0.00 64.41 0.9958 60.06
27.54 6.735 2.637 -5.239 -2.602 -2.459 0.00 64.37 0.9961 60.07
27.56 6.750 2.611 -5.241 -2.631 -2.459 0.00 64.37 0.9967 60.07
27.58 6.757 2.525 -5.160 -2.635 -2.459 0.00 64.37 0.9979 60.08
27.60 6.761 2.474 -5.130 -2.656 -2.447 0.00 64.34 0.9983 60.09
27.62 6.763 2.388 -5.062 -2.674 -2.447 0.00 64.34 0.9990 60.10
27.64 6.846 2.289 -4.943 -2.654 -2.447 0.00 64.34 1.0048 60.10
27.66 6.887 2.301 -4.918 -2.618 -2.439 0.00 64.33 1.0073 60.11
27.68 6.908 2.315 -4.955 -2.640 -2.439 0.00 64.33 1.0078 60.11
27.70 6.919 2.364 -5.048 -2.684 -2.439 0.00 64.33 1.0071 60.12
27.72 6.924 2.363 -5.049 -2.686 -2.430 0.00 64.30 1.0072 60.12
27.74 6.844 2.311 -5.035 -2.724 -2.430 0.00 64.30 1.0029 60.13
27.76 6.804 2.149 -4.889 -2.739 -2.430 0.00 64.30 1.0024 60.13
27.78 6.784 2.109 -4.798 -2.688 -2.424 0.00 64.30 1.0024 60.14
27.80 6.774 2.037 -4.716 -2.679 -2.424 0.00 64.30 1.0027 60.14
27.82 6.769 2.129 -4.781 -2.652 -2.420 0.00 64.29 1.0016 60.15
27.84 6.799 1.952 -4.620 -2.668 -2.420 0.00 64.29 1.0051 60.15
27.86 6.799 1.954 -4.593 -2.639 -2.420 0.00 64.29 1.0054 60.15
27.88 6.822 1.960 -4.562 -2.601 -2.418 0.00 64.30 1.0070 60.16
27.90 6.826 1.932 -4.517 -2.585 -2.418 0.00 64.30 1.0077 60.16
27.92 6.828 1.860 -4.493 -2.633 -2.418 0.00 64.30 1.0080 60.16
27.94 6.981 1.693 -4.317 -2.625 -2.419 0.00 64.32 1.0189 60.16
27.96 7.058 1.614 -4.245 -2.632 -2.419 0.00 64.32 1.0243 60.17
27.98 7.097 1.568 -4.204 -2.636 -2.419 0.00 64.32 1.0271 60.17
28.00 7.116 1.352 -3.950 -2.599 -2.423 0.00 64.35 1.0316 60.17
28.02 7.126 1.384 -4.016 -2.632 -2.423 0.00 64.35 1.0314 60.17
28.04 6.929 1.374 -3.966 -2.591 -2.423 0.00 64.35 1.0205 60.17
28.06 6.831 1.524 -4.084 -2.561 -2.429 0.00 64.39 1.0134 60.17
28.08 6.782 1.563 -4.118 -2.555 -2.429 0.00 64.39 1.0103 60.17
28.10 6.758 1.474 -4.025 -2.551 -2.429 0.00 64.39 1.0101 60.18
